,X,FilingDate,TradeDate,Ticker,CompanyName,InsiderName,Title,TradeType,Price,Qty,Owned,delta_Own,Value,1d,1w,1m,6m,ticker
272,D,2018-08-03 17:07:19,2018-08-01,CL,Colgate Palmolive Co,Wallace Noel R.,"Pres, COO",S - Sale+OE,66.22,-44625,235638,-16%,-2955233.0,,,,,VEL+PR+E+CL
273,M,2018-08-03 12:04:48,2018-07-31,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.03,54000,25349498,0%,1696.0,,,,,VEL+PR+E+CL
274,,2018-08-03 11:50:22,2018-07-31,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.03,82000,25295498,0%,2479.0,,,,,VEL+PR+E+CL
275,M,2018-08-02 08:26:56,2018-07-24,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.03,5000,25213498,0%,168.0,,,,,VEL+PR+E+CL
276,M,2018-07-26 20:22:56,2018-07-19,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.03,8200,25208498,0%,283.0,,,,,VEL+PR+E+CL
277,M,2018-07-20 16:12:07,2018-07-16,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.03,18009,25200298,0%,628.0,,,,,VEL+PR+E+CL
278,D,2018-07-18 16:31:33,2018-07-16,CL,Colgate Palmolive Co,Marsili Daniel B,CHRO,S - Sale+OE,65.4,-19500,87960,-18%,-1275337.0,,,,,VEL+PR+E+CL
279,M,2018-07-17 12:30:44,2018-07-09,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.04,8000,25182289,0%,288.0,,,,,VEL+PR+E+CL
280,M,2018-07-06 18:24:33,2018-06-29,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.04,6000,25174289,0%,211.0,,,,,VEL+PR+E+CL
281,M,2018-06-29 20:51:23,2018-06-18,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.04,5000,25168289,0%,182.0,,,,,VEL+PR+E+CL
282,M,2018-06-19 15:47:47,2018-06-13,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.04,8000,25163289,0%,300.0,,,,,VEL+PR+E+CL
283,D,2018-06-18 17:15:21,2018-06-15,CL,Colgate Palmolive Co,Marsili Daniel B,CHRO,S - Sale+OE,63.25,-19500,87757,-18%,-1233375.0,,,,,VEL+PR+E+CL
284,M,2018-06-14 11:59:13,2018-06-06,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.04,8000,25155289,0%,306.0,,,,,VEL+PR+E+CL
285,,2018-06-07 15:59:32,2018-06-05,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.04,4000,25147289,0%,148.0,,,,,VEL+PR+E+CL
286,M,2018-06-07 15:56:20,2018-05-30,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.04,13200,25143289,0%,509.0,,,,,VEL+PR+E+CL
287,,2018-05-30 20:52:04,2018-05-29,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.04,5100,25130089,0%,195.0,,,,,VEL+PR+E+CL
