,X,FilingDate,TradeDate,Ticker,CompanyName,InsiderName,Title,TradeType,Price,Qty,Owned,delta_Own,Value,1d,1w,1m,6m,ticker
36,,2021-02-22 17:26:59,2021-02-18,CL,Colgate Palmolive Co,Kooyman John W,Chief of Staff,S - Sale,78.36,-3,19132,0%,-235.0,,,,,VEL+PR+E+CL
37,,2021-02-18 17:23:25,2021-02-16,CL,Colgate Palmolive Co,Kooyman John W,Chief of Staff,S - Sale,77.16,-463,17047,-3%,-35727.0,,,,,VEL+PR+E+CL
38,,2021-02-18 17:23:21,2021-02-16,CL,Colgate Palmolive Co,Massey Sally,CHRO,S - Sale,77.16,-450,10995,-4%,-34724.0,,,,,VEL+PR+E+CL
39,,2021-02-18 17:23:18,2021-02-16,CL,Colgate Palmolive Co,Shotts Philip G.,"VP, Controller",S - Sale,77.16,-346,93038,0%,-26699.0,,,,,VEL+PR+E+CL
40,,2021-02-18 17:23:14,2021-02-16,CL,Colgate Palmolive Co,Wallace Noel R.,"COB, Pres, CEO",S - Sale,77.3,-2961,251711,-1%,-228894.0,,,,,VEL+PR+E+CL
41,,2021-02-18 17:22:22,2021-02-16,CL,Colgate Palmolive Co,Verduin Patricia,CTO,S - Sale,77.16,-1513,54081,-3%,-116749.0,,,,,VEL+PR+E+CL
42,D,2021-02-12 16:59:03,2021-02-11,CL,Colgate Palmolive Co,Polk Michael B,Dir,S - Sale+OE,79.25,-4835,18255,-21%,-383174.0,,,,,VEL+PR+E+CL
43,D,2021-02-08 17:08:04,2021-02-04,CL,Colgate Palmolive Co,Daniels Jennifer,"CLO, Secretary",S - Sale+OE,78.65,-20692,35751,-37%,-1627347.0,,,,,VEL+PR+E+CL
44,D,2020-11-20 17:21:50,2020-11-18,CL,Colgate Palmolive Co,Tsourapas Panagiotis,"Grp Pres, LatAm,AsiaPac, AF, E",S - Sale+OE,85.27,-11714,50245,-19%,-998889.0,,,,,VEL+PR+E+CL
45,D,2020-11-19 17:55:01,2020-11-17,CL,Colgate Palmolive Co,Wallace Noel R.,"COB, Pres, CEO",S - Sale+OE,85.86,-21446,254413,-8%,-1841296.0,,,,,VEL+PR+E+CL
46,D,2020-11-18 17:43:18,2020-11-16,CL,Colgate Palmolive Co,Tsourapas Panagiotis,"Grp Pres, LatAm,AsiaPac, AF, E",S - Sale+OE,85.69,-15000,50245,-23%,-1285367.0,,,,,VEL+PR+E+CL
47,D,2020-11-12 17:21:43,2020-11-11,CL,Colgate Palmolive Co,Tsourapas Panagiotis,"Grp Pres, LatAm,AsiaPac, AF, E",S - Sale+OE,85.0,-7500,50245,-13%,-637505.0,,,,,VEL+PR+E+CL
48,D,2020-11-12 17:20:24,2020-11-11,CL,Colgate Palmolive Co,Shotts Philip G.,"VP, Controller",S - Sale+OE,84.5,-7000,92893,-7%,-591500.0,,,,,VEL+PR+E+CL
49,D,2020-11-12 17:20:20,2020-11-09,CL,Colgate Palmolive Co,Wallace Noel R.,"COB, Pres, CEO",S - Sale+OE,83.8,-26886,250859,-10%,-2253020.0,,,,,VEL+PR+E+CL
50,DM,2020-11-09 17:37:34,2020-11-05,CL,Colgate Palmolive Co,Wallace Noel R.,"COB, Pres, CEO",S - Sale+OE,83.59,-16476,246730,-6%,-1377184.0,,,,,VEL+PR+E+CL
51,D,2020-11-09 17:36:29,2020-11-05,CL,Colgate Palmolive Co,Daniels Jennifer,"CLO, Secretary",S - Sale+OE,84.33,-20693,35723,-37%,-1744958.0,,,,,VEL+PR+E+CL
52,D,2020-11-06 17:15:37,2020-11-04,CL,Colgate Palmolive Co,Cahill John T,Dir,S - Sale+OE,85.31,-5583,48748,-10%,-476264.0,,,,,VEL+PR+E+CL
53,D,2020-11-06 17:15:29,2020-11-04,CL,Colgate Palmolive Co,Sadove Stephen I,Dir,S - Sale+OE,85.27,-5583,36947,-13%,-476062.0,,,,,VEL+PR+E+CL
54,D,2020-11-06 17:15:23,2020-11-04,CL,Colgate Palmolive Co,Tsourapas Panagiotis,"Grp Pres, LatAm,AsiaPac, AF, E",S - Sale+OE,84.9,-20000,50245,-28%,-1698002.0,,,,,VEL+PR+E+CL
55,D,2020-11-06 17:14:15,2020-11-04,CL,Colgate Palmolive Co,Jakobsen Henning I,CFO,S - Sale+OE,85.22,-145280,10341,-93%,-12380108.0,,,,,VEL+PR+E+CL
56,D,2020-11-06 17:14:08,2020-11-04,CL,Colgate Palmolive Co,Massey Sally,CHRO,S - Sale+OE,85.03,-5732,11371,-34%,-487386.0,,,,,VEL+PR+E+CL
57,,2020-09-30 17:13:46,2020-09-28,CL,Colgate Palmolive Co,Shotts Philip G.,"VP, Controller",S - Sale,77.29,-401,92573,0%,-30995.0,,,,,VEL+PR+E+CL
58,,2020-09-30 17:13:43,2020-09-28,CL,Colgate Palmolive Co,Massey Sally,CHRO,S - Sale,77.3,-387,11304,-3%,-29915.0,,,,,VEL+PR+E+CL
59,,2020-09-04 20:55:04,2020-09-04,VEL,"Velocity Financial, Inc.",Pitstick John,Dir,P - Purchase,4.78,5000,25000,+25%,23900.0,,,,,VEL+PR+E+CL
60,,2020-08-20 17:00:14,2020-08-18,VEL,"Velocity Financial, Inc.",Taylor Jeffrey T.,"EVP, Capital Markets",P - Purchase,4.18,1200,4823,+33%,5016.0,,,,,VEL+PR+E+CL
61,,2020-08-20 17:00:13,2020-08-18,VEL,"Velocity Financial, Inc.",Farrar Christopher D.,CEO,P - Purchase,4.1,5000,147916,+3%,20500.0,,,,,VEL+PR+E+CL
62,D,2020-08-14 17:25:55,2020-08-12,CL,Colgate Palmolive Co,Huston John J,"SVP, Office of the COB",S - Sale+OE,77.18,-84905,83941,-50%,-6553375.0,,,,,VEL+PR+E+CL
63,D,2020-08-13 17:19:05,2020-08-05,CL,Colgate Palmolive Co,Massey Sally,CHRO,S - Sale+OE,76.28,-6336,11672,-35%,-483311.0,,,,,VEL+PR+E+CL
64,,2020-08-13 17:18:43,2020-08-11,CL,Colgate Palmolive Co,Kooyman John W,Chief of Staff,S - Sale,76.28,-1211,17776,-6%,-92375.0,,,,,VEL+PR+E+CL
65,,2020-08-12 17:48:03,2020-08-10,CL,Colgate Palmolive Co,Huston John J,"SVP, Office of the COB",S - Sale,76.38,-3000,83941,-3%,-229129.0,,,,,VEL+PR+E+CL
66,D,2020-08-12 17:23:44,2020-08-10,CL,Colgate Palmolive Co,Shotts Philip G.,"VP, Controller",S - Sale+OE,76.5,-17645,92737,-16%,-1349843.0,,,,,VEL+PR+E+CL
67,D,2020-08-10 17:06:42,2020-08-06,CL,Colgate Palmolive Co,Daniels Jennifer,"CLO, Secretary",S - Sale+OE,75.8,-41386,35691,-54%,-3136968.0,,,,,VEL+PR+E+CL
68,D,2020-08-07 19:43:46,2020-08-05,CL,Colgate Palmolive Co,Wallace Noel R.,"COB, Pres, CEO",S - Sale+OE,76.37,-85929,243927,-26%,-6562045.0,,,,,VEL+PR+E+CL
69,D,2020-08-07 18:30:55,2020-08-05,CL,Colgate Palmolive Co,Verduin Patricia,CTO,S - Sale+OE,76.52,-42775,55472,-44%,-3273006.0,,,,,VEL+PR+E+CL
70,M,2020-07-07 13:47:09,2020-06-30,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.1,400,26219,+2%,41.0,,,,,VEL+PR+E+CL
71,,2020-06-01 18:56:07,2020-05-29,VEL,"Velocity Financial, Inc.",Pitstick John,Dir,P - Purchase,3.84,20000,20000,New,76712.0,,,,,VEL+PR+E+CL
72,,2020-05-26 21:20:36,2020-05-26,VEL,"Velocity Financial, Inc.",Szczepaniak Mark R,CFO,P - Purchase,3.25,6400,6400,New,20800.0,,,,,VEL+PR+E+CL
73,,2020-05-22 19:33:10,2020-05-19,VEL,"Velocity Financial, Inc.",Taylor Jeffrey T.,"EVP, Capital Markets",P - Purchase,2.85,1200,3623,+50%,3420.0,,,,,VEL+PR+E+CL
74,,2020-05-22 19:30:18,2020-05-21,VEL,"Velocity Financial, Inc.",Oltmann Christopher J,Chief Accounting Officer,P - Purchase,3.37,1000,1750,+133%,3370.0,,,,,VEL+PR+E+CL
75,,2020-05-22 19:29:15,2020-05-19,VEL,"Velocity Financial, Inc.",Comley Graham M,See Remarks,P - Purchase,2.56,4000,4000,New,10240.0,,,,,VEL+PR+E+CL
76,,2020-05-22 19:25:46,2020-05-19,VEL,"Velocity Financial, Inc.",Cowell Joseph A,COO,P - Purchase,2.77,1500,2222,+208%,4155.0,,,,,VEL+PR+E+CL
77,D,2020-05-14 17:11:17,2020-05-13,CL,Colgate Palmolive Co,Polk Michael B,Dir,S - Sale+OE,68.08,-3115,17507,-15%,-212080.0,,,,,VEL+PR+E+CL
78,,2020-04-01 17:16:29,2020-03-30,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,65.84,-17750,1164170,-2%,-1168573.0,,,,,VEL+PR+E+CL
79,M,2020-03-18 17:03:39,2020-03-16,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,65.02,-19500,1181920,-2%,-1267837.0,,,,,VEL+PR+E+CL
80,,2020-03-18 17:02:32,2020-03-16,CL,Colgate Palmolive Co,Marsili Daniel B,CHRO,S - Sale,63.0,-831,72358,-1%,-52353.0,,,,,VEL+PR+E+CL
81,,2020-03-12 16:50:33,2020-03-11,CL,Colgate Palmolive Co,Marsili Daniel B,CHRO,S - Sale,69.44,-1092,73189,-1%,-75830.0,,,,,VEL+PR+E+CL
82,,2020-03-02 17:04:07,2020-02-28,CL,Colgate Palmolive Co,Marsili Daniel B,CHRO,S - Sale,68.99,-3581,74109,-5%,-247053.0,,,,,VEL+PR+E+CL
83,,2020-02-28 17:09:53,2020-02-27,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,72.07,-19500,1200536,-2%,-1405282.0,,,,,VEL+PR+E+CL
84,,2020-02-26 17:15:10,2020-02-22,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,Dir,P - Purchase,0.96,100,25819,0%,96.0,,,,,VEL+PR+E+CL
85,,2020-02-26 17:15:04,2020-02-24,CL,Colgate Palmolive Co,Marsili Daniel B,CHRO,S - Sale,75.45,-4030,77690,-5%,-304053.0,,,,,VEL+PR+E+CL
86,,2020-02-26 17:14:56,2020-02-24,CL,Colgate Palmolive Co,Shotts Philip G.,"VP, Controller",S - Sale,75.61,-666,91674,-1%,-50359.0,,,,,VEL+PR+E+CL
87,,2020-02-26 17:14:48,2020-02-24,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,75.27,-28122,1220036,-2%,-2116673.0,,,,,VEL+PR+E+CL
88,,2020-02-26 17:14:44,2020-02-24,CL,Colgate Palmolive Co,Daniels Jennifer,"CLO, Secretary",S - Sale,75.52,-4336,35550,-11%,-327436.0,,,,,VEL+PR+E+CL
89,,2020-02-26 17:13:37,2020-02-24,CL,Colgate Palmolive Co,Wallace Noel R.,"Pres, CEO",S - Sale,75.43,-5857,235501,-2%,-441818.0,,,,,VEL+PR+E+CL
90,,2020-02-18 18:04:38,2020-02-13,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,76.21,-19500,1247657,-2%,-1486013.0,,,,,VEL+PR+E+CL
91,D,2020-02-12 16:53:27,2020-02-10,CL,Colgate Palmolive Co,Jakobsen Henning I,CFO,S - Sale+OE,76.79,-34384,48533,-41%,-2640285.0,,,,,VEL+PR+E+CL
92,D,2020-02-12 16:53:23,2020-02-10,CL,Colgate Palmolive Co,Tsourapas Panagiotis,"Grp Pres, Lat Am, Asia Pac",S - Sale+OE,76.51,-17702,53532,-25%,-1354392.0,,,,,VEL+PR+E+CL
93,D,2020-02-11 16:53:32,2020-02-07,CL,Colgate Palmolive Co,Gayle Helene D,Dir,S - Sale+OE,76.08,-22240,36023,-38%,-1692128.0,,,,,VEL+PR+E+CL
94,D,2020-02-10 16:56:15,2020-02-06,CL,Colgate Palmolive Co,Kooyman John W,CMO,S - Sale+OE,76.33,-21294,15678,-58%,-1625328.0,,,,,VEL+PR+E+CL
95,D,2020-02-10 16:56:11,2020-02-06,CL,Colgate Palmolive Co,Huston John J,"SVP, Chief of Staff",S - Sale+OE,76.3,-35213,87871,-29%,-2686710.0,,,,,VEL+PR+E+CL
96,D,2020-02-10 16:56:07,2020-02-06,CL,Colgate Palmolive Co,Marsili Daniel B,CHRO,S - Sale+OE,76.3,-66843,81645,-45%,-5100007.0,,,,,VEL+PR+E+CL
97,DM,2020-02-10 16:56:03,2020-02-06,CL,Colgate Palmolive Co,Tsourapas Panagiotis,"Grp Pres, Lat Am, Asia Pac",S - Sale+OE,76.26,-27164,53532,-34%,-2071514.0,,,,,VEL+PR+E+CL
98,D,2020-02-07 17:09:24,2020-02-05,CL,Colgate Palmolive Co,Sadove Stephen I,Dir,S - Sale+OE,75.08,-5357,34157,-14%,-402184.0,,,,,VEL+PR+E+CL
99,D,2020-02-07 17:09:19,2020-02-05,CL,Colgate Palmolive Co,Cahill John T,Dir,S - Sale+OE,75.7,-5357,45742,-10%,-405519.0,,,,,VEL+PR+E+CL
100,M,2020-02-03 17:09:14,2020-01-30,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,69.51,-19500,1345882,-1%,-1355462.0,,,,,VEL+PR+E+CL
101,D,2020-01-27 20:40:06,2020-01-24,VEL,"Velocity Financial, Inc.",Cowell Joseph A,COO,P - Purchase,13.77,722,722,New,9942.0,,,,,VEL+PR+E+CL
102,D,2020-01-24 18:32:25,2020-01-24,VEL,"Velocity Financial, Inc.",Oltmann Christopher J,Chief Accounting Officer,P - Purchase,13.91,750,750,New,10433.0,,,,,VEL+PR+E+CL
103,AM,2020-01-24 12:09:44,2019-12-30,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,2.0,200,25719,+1%,400.0,,,,,VEL+PR+E+CL
104,AM,2020-01-24 11:56:57,2019-12-10,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.03,5700,25519,+29%,163.0,,,,,VEL+PR+E+CL
105,M,2020-01-23 20:38:03,2019-12-30,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,Ceo,P - Purchase,2.0,200,25418897,0%,400.0,,,,,VEL+PR+E+CL
106,,2020-01-17 17:40:57,2020-01-15,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,70.73,-19500,1365382,-1%,-1379270.0,,,,,VEL+PR+E+CL
107,,2020-01-02 17:23:20,2019-12-30,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,68.79,-17750,1383933,-1%,-1221092.0,,,,,VEL+PR+E+CL
108,M,2019-12-31 19:34:58,2019-12-10,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,Ceo,P - Purchase,0.0,5700,25418697,0%,13.0,,,,,VEL+PR+E+CL
109,,2019-12-18 17:03:06,2019-12-16,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,68.85,-17750,1401683,-1%,-1222144.0,,,,,VEL+PR+E+CL
110,M,2019-12-09 07:46:31,2019-11-25,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,Ceo,P - Purchase,0.0,15000,25412997,0%,46.0,,,,,VEL+PR+E+CL
111,,2019-11-27 17:28:12,2019-11-25,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,66.7,-16000,1419433,-1%,-1067125.0,,,,,VEL+PR+E+CL
112,M,2019-11-26 17:36:36,2019-11-20,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,Ceo,P - Purchase,0.0,3000,25397997,0%,11.0,,,,,VEL+PR+E+CL
113,,2019-11-18 17:02:42,2019-11-14,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,66.73,-16000,1434858,-1%,-1067747.0,,,,,VEL+PR+E+CL
114,,2019-11-15 12:20:03,2019-11-11,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,Ceo,P - Purchase,0.01,2000,25394997,0%,14.0,,,,,VEL+PR+E+CL
115,M,2019-11-04 18:29:45,2019-10-17,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.01,51200,25392997,0%,269.0,,,,,VEL+PR+E+CL
116,,2019-11-01 16:59:56,2019-10-30,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,68.3,-17750,1450858,-1%,-1212284.0,,,,,VEL+PR+E+CL
117,,2019-10-17 17:03:30,2019-10-15,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,68.72,-17750,1468608,-1%,-1219750.0,,,,,VEL+PR+E+CL
118,M,2019-10-15 18:35:04,2019-10-02,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.01,10400,25341797,0%,107.0,,,,,VEL+PR+E+CL
119,,2019-10-03 18:22:50,2019-09-30,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.01,600,25331597,0%,6.0,,,,,VEL+PR+E+CL
120,,2019-10-01 19:21:01,2019-09-27,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,73.05,-19500,1485487,-1%,-1424428.0,,,,,VEL+PR+E+CL
121,M,2019-09-27 11:53:05,2019-09-24,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.01,700,25330997,0%,5.0,,,,,VEL+PR+E+CL
122,,2019-09-18 17:08:46,2019-09-16,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,69.51,-19500,1504987,-1%,-1355478.0,,,,,VEL+PR+E+CL
123,M,2019-09-16 17:13:47,2019-09-06,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.01,32000,25330297,0%,288.0,,,,,VEL+PR+E+CL
124,,2019-09-13 17:06:27,2019-09-11,CL,Colgate Palmolive Co,Parameswaran Prabha,"Grp Pres, Glbl Innov., AF, Eus",S - Sale,71.68,-4221,20545,-17%,-302579.0,,,,,VEL+PR+E+CL
125,,2019-09-11 16:56:40,2019-09-09,CL,Colgate Palmolive Co,Jakobsen Henning I,CFO,S - Sale,74.6,-858,45527,-2%,-64007.0,,,,,VEL+PR+E+CL
126,,2019-09-11 16:56:35,2019-09-09,CL,Colgate Palmolive Co,Shotts Philip G.,"VP, Controller",S - Sale,74.6,-407,91037,0%,-30362.0,,,,,VEL+PR+E+CL
127,M,2019-09-06 12:57:38,2019-08-30,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.01,114000,25298297,0%,1113.0,,,,,VEL+PR+E+CL
128,,2019-08-30 17:33:10,2019-08-29,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,73.97,-19500,1524487,-1%,-1442335.0,,,,,VEL+PR+E+CL
129,M,2019-08-30 14:17:14,2019-08-23,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.01,119000,25184297,0%,1226.0,,,,,VEL+PR+E+CL
130,M,2019-08-23 06:50:48,2019-08-16,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.01,55000,25065297,0%,597.0,,,,,VEL+PR+E+CL
131,,2019-08-16 17:21:03,2019-08-15,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,71.21,-19500,1543454,-1%,-1388565.0,,,,,VEL+PR+E+CL
132,M,2019-08-16 16:39:27,2019-08-08,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.01,89500,25010297,0%,918.0,,,,,VEL+PR+E+CL
133,D,2019-08-15 16:47:13,2019-08-13,CL,Colgate Palmolive Co,Verduin Patricia,CTO,S - Sale+OE,71.01,-44572,56868,-44%,-3164933.0,,,,,VEL+PR+E+CL
134,D,2019-08-15 16:47:09,2019-08-13,CL,Colgate Palmolive Co,Shotts Philip G.,"VP, Controller",S - Sale+OE,71.05,-8919,91194,-9%,-633679.0,,,,,VEL+PR+E+CL
135,D,2019-08-14 17:23:20,2019-08-12,CL,Colgate Palmolive Co,Kooyman John W,CMO,S - Sale+OE,71.01,-10714,16423,-39%,-760851.0,,,,,VEL+PR+E+CL
136,,2019-08-13 16:54:48,2019-08-12,CL,Colgate Palmolive Co,Huston John J,"SVP, Chief of Staff",S - Sale,71.05,-10170,87305,-10%,-722604.0,,,,,VEL+PR+E+CL
